MODEL,DESCRIPTOR,MEDIA,DETACHMENT MEDIA,ATTACHMENT,SPECIFIC NOTES,DIAGNOSIS/REPLASE,PHASE,PRIOR TREATMENT(S),SOURCE OF CULTURE,1p,3p,11q,17q,ALK STATUS,MYCN STATUS,P53 STATUS,1:2,1:3 ,1:4 ,1:5,1:6,1:7,1:8,1:9,1:10,1:20,NOTES,RACK LOCATION:,LOCATION: BOX,LOCATION: ROW,LOCATION: POSITION,PASSAGE #,FREEZE DATE,INITIALS,LINEAGE,MYCO DATE,STR DATE,STR RESULT,AMELOGENIN (ALLELE 1),AMELOGENIN (ALLELE 2),D3S1358 (ALLELE 1),D3S1358 (ALLELE 2),,D1S1656 (ALLELE 1),D1S1656 (ALLELE 2),,D2S441 (ALLELE 1),D2S441 (ALLELE 2),D10S1248 (ALLELE 1),D10S1248 (ALLELE 2),,D13S317 (ALLELE 1),D13S317 (ALLELE 2),D13S317 (ALLELE 2),PENTA E (ALLELE 1),PENTA E (ALLELE 2),PENTA E (ALLELE 3),D16S539 (ALLELE 1),D16S539 (ALLELE 2),D18S51 (ALLELE 1),D18S51 (ALLELE 2),,D2S1338 (ALLELE 1),D2S1338 (ALLELE 2),D2S1338 (ALLELE 3),CSF1PO (ALLELE 1),CSF1PO (ALLELE 2),,PENTA D (ALLELE 1),PENTA D (ALLELE 2),PENTA D (ALLELE 3),TH01 (ALLELE 1),TH01 (ALLELE 2),vWA (ALLELE 1),vWA (ALLELE 2),vWA (ALLELE 3),D21S11 (ALLELE 1),D21S11 (ALLELE 2),,D7S820 (ALLELE 1),D7S820 (ALLELE 2),D5S818 (ALLELE 1),D5S818 (ALLELE 2),TPOX (ALLELE 1),TPOX (ALLELE 2),,DYS391 (ALLELE 1),D8S1179 (ALLELE 1),D8S1179 (ALLELE 2),D8S1179 (ALLELE 3),D12S391 (ALLELE 1),D12S391 (ALLELE 2),,D19S433 (ALLELE 1),D19S433 (ALLELE 2),,FGA (ALLELE 1),FGA (ALLELE 2),,D22S1045 (ALLELE 1),D22S1045 (ALLELE 2),,,Lab 
KELLY,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Unknown,Unknown,Unknown,Unknown,LOH p21.3-pter; Loss p36.32; Gain p36.33,Loss p26.2,Loss q23.3-qter,Gain q21.2-qter,F1174L,Amplified,P177T,NA,3,NA,4,NA,NA,NA,NA,5,NA,,7,1,5,9,3,6/9/2017,KLC,ATCC stock bought june 2015,6/9/2017,10/19/2018,Good,X,,14,16,,11,13,,10,14,13,14,,10,14,,12,16,,12,13,14,17,,17,20,,12,,,9,14,,9.3,,16,18,,28,30,,9,,11,13,8,10,,-,14,,,19,20,,12,15.2,,20,21,,16,,,,Maris
KELLY,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Unknown,Unknown,Unknown,Unknown,LOH p21.3-pter; Loss p36.32; Gain p36.33,Loss p26.2,Loss q23.3-qter,Gain q21.2-qter,F1174L,Amplified,P177T,NA,3,NA,4,NA,NA,NA,NA,5,NA,,7,1,5,10,12,02/19/2020,KU,"From JLH, P11, 11/03/2016",02/07/2020,3/3/20,Good,X,,14,16,,11,13,,10,14,13,14,,10,14,,12,16,,12,13,14,17,,17,20,,12,,,9,14,,9.3,,16,18,,28,30,,9,,11,13,8,10,,-,14,,,19,20,,12,15.2,,20,21,,16,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
KELLY,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Unknown,Unknown,Unknown,Unknown,LOH p21.3-pter; Loss p36.32; Gain p36.33,Loss p26.2,Loss q23.3-qter,Gain q21.2-qter,F1174L,Amplified,P177T,NA,3,NA,4,NA,NA,NA,NA,5,NA,,7,1,6,10,12,02/19/2020,KU,"From JLH, P11, 11/03/2016",02/07/2020,3/3/20,Good,X,,14,16,,11,13,,10,14,13,14,,10,14,,12,16,,12,13,14,17,,17,20,,12,,,9,14,,9.3,,16,18,,28,30,,9,,11,13,8,10,,-,14,,,19,20,,12,15.2,,20,21,,16,,,,Maris
LA-N-5,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Bone Marrow,Loss p33-pterm,None,None,Gain q21.2-qterm,R1275Q,Amplified,WT,NA,NA,4,NA,NA,NA,NA,NA,7,8,,7,1,7,1,5,11/14/2014,PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
LA-N-5,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Bone Marrow,Loss p33-pterm,None,None,Gain q21.2-qterm,R1275Q,Amplified,WT,NA,NA,4,NA,NA,NA,NA,NA,7,8,,7,1,7,3,7,09/05/2019,KU,From P6 LSH 02/18/2016 (STR from thaw good),09/06/2019,3/3/20,Good,X,Y,15,16,,15,,,11,14,15,,,9,12,,11,12,,9,12,17,22,,19,25,,10,,,11,13,,6,9.3,15,16,,29,31,,10,,11,,8,,,11,11,13,,20,,,13,15,,21,27,,11,16,,,Maris
LA-N-5,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Bone Marrow,Loss p33-pterm,None,None,Gain q21.2-qterm,R1275Q,Amplified,WT,NA,NA,4,NA,NA,NA,NA,NA,7,8,,7,1,7,4,8,09/11/2019,KU,From P6 LSH 02/18/2016 (STR from thaw good),09/06/2019,12/10/2019,(Good (STR of thaw is good),X,Y,15,16,,15,,,11,14,15,,,9,12,,11,12,,9,12,17,22,,19,25,,10,,,11,13,,6,9.3,15,16,,29,31,,10,,11,,8,,,11,11,13,,20,,,13,15,,21,27,,11,16,,,Maris
LA-N-5,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Bone Marrow,Loss p33-pterm,None,None,Gain q21.2-qterm,R1275Q,Amplified,WT,NA,NA,4,NA,NA,NA,NA,NA,7,8,,7,1,7,5,8,09/11/2019,KU,From P6 LSH 02/18/2016 (STR from thaw good),09/06/2019,12/10/2019,(Good (STR of thaw is good),X,Y,15,16,,15,,,11,14,15,,,9,12,,11,12,,9,12,17,22,,19,25,,10,,,11,13,,6,9.3,15,16,,29,31,,10,,11,,8,,,11,11,13,,20,,,13,15,,21,27,,11,16,,,Maris
LA-N-5,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Bone Marrow,Loss p33-pterm,None,None,Gain q21.2-qterm,R1275Q,Amplified,WT,NA,NA,4,NA,NA,NA,NA,NA,7,8,,7,1,7,6,8,09/11/2019,KU,From P6 LSH 02/18/2016 (STR from thaw good),09/06/2019,12/10/2019,(Good (STR of thaw is good),X,Y,15,16,,15,,,11,14,15,,,9,12,,11,12,,9,12,17,22,,19,25,,10,,,11,13,,6,9.3,15,16,,29,31,,10,,11,,8,,,11,11,13,,20,,,13,15,,21,27,,11,16,,,Maris
LA-N-5,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Bone Marrow,Loss p33-pterm,None,None,Gain q21.2-qterm,R1275Q,Amplified,WT,NA,NA,4,NA,NA,NA,NA,NA,7,8,,7,1,7,7,8,09/11/2019,KU,From P6 LSH 02/18/2016 (STR from thaw good),09/06/2019,12/10/2019,(Good (STR of thaw is good),X,Y,15,16,,15,,,11,14,15,,,9,12,,11,12,,9,12,17,22,,19,25,,10,,,11,13,,6,9.3,15,16,,29,31,,10,,11,,8,,,11,11,13,,20,,,13,15,,21,27,,11,16,,,Maris
LA-N-5,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Bone Marrow,Loss p33-pterm,None,None,Gain q21.2-qterm,R1275Q,Amplified,WT,NA,NA,4,NA,NA,NA,NA,NA,7,8,,7,1,7,8,8,09/11/2019,KU,From P6 LSH 02/18/2016 (STR from thaw good),09/06/2019,12/10/2019,(Good (STR of thaw is good),X,Y,15,16,,15,,,11,14,15,,,9,12,,11,12,,9,12,17,22,,19,25,,10,,,11,13,,6,9.3,15,16,,29,31,,10,,11,,8,,,11,11,13,,20,,,13,15,,21,27,,11,16,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
LA-N-5,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Bone Marrow,Loss p33-pterm,None,None,Gain q21.2-qterm,R1275Q,Amplified,WT,NA,NA,4,NA,NA,NA,NA,NA,7,8,,7,1,8,3,5,09/13/2019,KU,"From KU, P4, 08/10/2018 (STR from thaw good)",09/06/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
LA-N-5,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Bone Marrow,Loss p33-pterm,None,None,Gain q21.2-qterm,R1275Q,Amplified,WT,NA,NA,4,NA,NA,NA,NA,NA,7,8,,7,1,8,4,4,07/30/2018,KU,"From KLC, P3, 11/11/2016 (STR from thaw and freeze good)",08/10/2018,12/10/2019,Good,X,Y,15,16,,15,,,11,14,15,,,9,12,,11,12,,9,12,17,22,,19,25,,10,,,11,13,,6,9.3,15,16,,29,31,,10,,11,,8,,,11,11,13,,20,,,13,15,,21,27,,11,16,,,Maris
LA-N-5,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Bone Marrow,Loss p33-pterm,None,None,Gain q21.2-qterm,R1275Q,Amplified,WT,NA,NA,4,NA,NA,NA,NA,NA,7,8,,7,1,8,5,7,12/27/2018,KU,"From KU, P4, 08/10/2018",12/11/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
LA-N-5,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Bone Marrow,Loss p33-pterm,None,None,Gain q21.2-qterm,R1275Q,Amplified,WT,NA,NA,4,NA,NA,NA,NA,NA,7,8,,7,1,8,6,7,12/27/2018,KU,"From KU, P4, 08/10/2018",12/11/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
LA-N-5,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Bone Marrow,Loss p33-pterm,None,None,Gain q21.2-qterm,R1275Q,Amplified,WT,NA,NA,4,NA,NA,NA,NA,NA,7,8,,7,1,8,7,7,12/27/2018,KU,"From KU, P4, 08/10/2018",12/11/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
LA-N-5,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Bone Marrow,Loss p33-pterm,None,None,Gain q21.2-qterm,R1275Q,Amplified,WT,NA,NA,4,NA,NA,NA,NA,NA,7,8,,7,1,8,8,7,12/27/2018,KU,"From KU, P4, 08/10/2018 ",12/11/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
LA-N-5,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Bone Marrow,Loss p33-pterm,None,None,Gain q21.2-qterm,R1275Q,Amplified,WT,NA,NA,4,NA,NA,NA,NA,NA,7,8,,7,1,8,9,7,12/27/2018,KU,"From KU, P4, 08/10/2018",12/11/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
LA-N-5,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Diagnosis,Diagnosis,No prior treatments,Bone Marrow,Loss p33-pterm,None,None,Gain q21.2-qterm,R1275Q,Amplified,WT,NA,NA,4,NA,NA,NA,NA,NA,7,8,,7,1,8,10,9,08/21/2017,KU,,07/30/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
LA-N-6,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Growth rate is faster the closer in proximity it is to other cells. Thaw in 60 mm plate, rather than 100 mm plate.",Relapse (4),Progressing,Patient received chemotherapy prior to sample collection. 5 cycles of cyclophosphamide and doxorubicin.,Bone Marow,p36.12-pterm; cnLOH p35.3-p36.11,Loss p14.3-qterm,Loss q13.4-qterm,Gain q12-qterm,WT,Non-amplified,WT,NA,12,NA,15,NA,NA,NA,NA,NA,NA,,7,1,9,2,4,03/08/2016,LSH,,11/26/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
LA-N-6,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Growth rate is faster the closer in proximity it is to other cells. Thaw in 60 mm plate, rather than 100 mm plate.",Relapse (4),Progressing,Patient received chemotherapy prior to sample collection. 5 cycles of cyclophosphamide and doxorubicin.,Bone Marow,p36.12-pterm; cnLOH p35.3-p36.11,Loss p14.3-qterm,Loss q13.4-qterm,Gain q12-qterm,WT,Non-amplified,WT,NA,12,NA,15,NA,NA,NA,NA,NA,NA,,7,1,9,3,4,03/08/2016,LSH,,11/26/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
LA-N-6,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Growth rate is faster the closer in proximity it is to other cells. Thaw in 60 mm plate, rather than 100 mm plate.",Relapse (4),Progressing,Patient received chemotherapy prior to sample collection. 5 cycles of cyclophosphamide and doxorubicin.,Bone Marow,p36.12-pterm; cnLOH p35.3-p36.11,Loss p14.3-qterm,Loss q13.4-qterm,Gain q12-qterm,WT,Non-amplified,WT,NA,12,NA,15,NA,NA,NA,NA,NA,NA,,7,1,9,5,7,07/17/2019,KU,From P6 LSH 12/02/2014 (STR from thaw good),07/12/2019,3/3/20,Good (STR of subsequent freeze is good),X,,15,,,16,17,,10,15,14,16,,12,,,7,12,,10,12,16,,,18,19,,11,12,,13,,,6,,14,16,,30,32.2,,11,12,10,12,8,,,-,13,14,,15,23,,14,,,18,21,,16,,,,Maris
LA-N-6,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Growth rate is faster the closer in proximity it is to other cells. Thaw in 60 mm plate, rather than 100 mm plate.",Relapse (4),Progressing,Patient received chemotherapy prior to sample collection. 5 cycles of cyclophosphamide and doxorubicin.,Bone Marow,p36.12-pterm; cnLOH p35.3-p36.11,Loss p14.3-qterm,Loss q13.4-qterm,Gain q12-qterm,WT,Non-amplified,WT,NA,12,NA,15,NA,NA,NA,NA,NA,NA,,7,1,9,6,7,07/17/2019,KU,From P6 LSH 12/02/2014 (STR from thaw good),07/12/2019,3/3/20,Good (STR of subsequent freeze is good),X,,15,,,16,17,,10,15,14,16,,12,,,7,12,,10,12,16,,,18,19,,11,12,,13,,,6,,14,16,,30,32.2,,11,12,10,12,8,,,-,13,14,,15,23,,14,,,18,21,,16,,,,Maris
LA-N-6,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Growth rate is faster the closer in proximity it is to other cells. Thaw in 60 mm plate, rather than 100 mm plate.",Relapse (4),Progressing,Patient received chemotherapy prior to sample collection. 5 cycles of cyclophosphamide and doxorubicin.,Bone Marow,p36.12-pterm; cnLOH p35.3-p36.11,Loss p14.3-qterm,Loss q13.4-qterm,Gain q12-qterm,WT,Non-amplified,WT,NA,12,NA,15,NA,NA,NA,NA,NA,NA,,7,1,9,7,7,07/17/2019,KU,From P6 LSH 12/02/2014 (STR from thaw good),07/12/2019,3/3/20,Good (STR of subsequent freeze is good),X,,15,,,16,17,,10,15,14,16,,12,,,7,12,,10,12,16,,,18,19,,11,12,,13,,,6,,14,16,,30,32.2,,11,12,10,12,8,,,-,13,14,,15,23,,14,,,18,21,,16,,,,Maris
LA-N-6,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Growth rate is faster the closer in proximity it is to other cells. Thaw in 60 mm plate, rather than 100 mm plate.",Relapse (4),Progressing,Patient received chemotherapy prior to sample collection. 5 cycles of cyclophosphamide and doxorubicin.,Bone Marow,p36.12-pterm; cnLOH p35.3-p36.11,Loss p14.3-qterm,Loss q13.4-qterm,Gain q12-qterm,WT,Non-amplified,WT,NA,12,NA,15,NA,NA,NA,NA,NA,NA,,7,1,9,8,10,02/04/2020,KU,"From KU, P7, 7/17/2019",12/17/2019,3/3/20,Good,X,,15,,,16,17,,10,15,14,16,,12,,,7,12,,10,12,16,,,18,19,,11,12,,13,,,6,,14,16,,30,32.2,,11,12,10,12,8,,,-,13,14,,15,23,,14,,,18,21,,16,,,,Maris
LA-N-6,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Growth rate is faster the closer in proximity it is to other cells. Thaw in 60 mm plate, rather than 100 mm plate.",Relapse (4),Progressing,Patient received chemotherapy prior to sample collection. 5 cycles of cyclophosphamide and doxorubicin.,Bone Marow,p36.12-pterm; cnLOH p35.3-p36.11,Loss p14.3-qterm,Loss q13.4-qterm,Gain q12-qterm,WT,Non-amplified,WT,NA,12,NA,15,NA,NA,NA,NA,NA,NA,,7,1,9,9,10,02/04/2020,KU,"From KU, P7, 7/17/2019",12/17/2019,3/3/20,Good,X,,15,,,16,17,,10,15,14,16,,12,,,7,12,,10,12,16,,,18,19,,11,12,,13,,,6,,14,16,,30,32.2,,11,12,10,12,8,,,-,13,14,,15,23,,14,,,18,21,,16,,,,Maris
LA-N-6,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Growth rate is faster the closer in proximity it is to other cells. Thaw in 60 mm plate, rather than 100 mm plate.",Relapse (4),Progressing,Patient received chemotherapy prior to sample collection. 5 cycles of cyclophosphamide and doxorubicin.,Bone Marow,p36.12-pterm; cnLOH p35.3-p36.11,Loss p14.3-qterm,Loss q13.4-qterm,Gain q12-qterm,WT,Non-amplified,WT,NA,12,NA,15,NA,NA,NA,NA,NA,NA,,7,1,9,10,10,02/04/2020,KU,"From KU, P7, 7/17/2019",12/17/2019,3/3/20,Good,X,,15,,,16,17,,10,15,14,16,,12,,,7,12,,10,12,16,,,18,19,,11,12,,13,,,6,,14,16,,30,32.2,,11,12,10,12,8,,,-,13,14,,15,23,,14,,,18,21,,16,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
LA-N-6,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Growth rate is faster the closer in proximity it is to other cells. Thaw in 60 mm plate, rather than 100 mm plate.",Relapse (4),Progressing,Patient received chemotherapy prior to sample collection. 5 cycles of cyclophosphamide and doxorubicin.,Bone Marow,p36.12-pterm; cnLOH p35.3-p36.11,Loss p14.3-qterm,Loss q13.4-qterm,Gain q12-qterm,WT,Non-amplified,WT,NA,12,NA,15,NA,NA,NA,NA,NA,NA,,7,1,10,6,9,05/03/2017,LS,,04/18/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
LA-N-6,Cell Bank,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Growth rate is faster the closer in proximity it is to other cells. Thaw in 60 mm plate, rather than 100 mm plate.",Relapse (4),Progressing,Patient received chemotherapy prior to sample collection. 5 cycles of cyclophosphamide and doxorubicin.,Bone Marow,p36.12-pterm; cnLOH p35.3-p36.11,Loss p14.3-qterm,Loss q13.4-qterm,Gain q12-qterm,WT,Non-amplified,WT,NA,12,NA,15,NA,NA,NA,NA,NA,NA,,7,1,10,7,9,05/03/2017,LS,,04/18/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
